11117782	PTCH1
11117781	PTCH1
8761374	PTCH1
16849418	PTCH1
14534528	PTCH1
10773666	PTCH1
20387655	PTCH1
23885719	PTCH1
15456136	PTCH1
8187085	PTCH1
9438393	PTCH1
23327964	PTCH1
18079153	PTCH1
17199737	PTCH1
12574236	PTCH1
15502856	PTCH1
9067436	PTCH1
11788677	PTCH1
15297606	PTCH1
12738763	PTCH1
9811335	PTCH1
10931090	PTCH1
9841749	PTCH1
10690905	PTCH1
23056499	PTCH1
12720532	PTCH1
15184868	PTCH1
1823030	PTCH1
21070478	PTCH1
17210721	PTCH1
21561161	PTCH1
10027005	PTCH1
10027006	PTCH1
11318605	PTCH1
10980597	PTCH1
17709622	PTCH1
10720057	PTCH1
9889797	PTCH1
15142440	PTCH1
11340615	PTCH1
20587665	PTCH1
15680400	PTCH1
18762555	PTCH1
24277231	PTCH1
22087789	PTCH1
20629553	PTCH1
8622903	PTCH1
17786355	PTCH1
20083851	PTCH1
9768676	PTCH1
11704822	PTCH1
20498639	PTCH1
14870776	PTCH1
15876154	PTCH1
9315093	PTCH1
8536638	PTCH1
20955590	PTCH1
20369307	PTCH1
9135009	PTCH1
18414877	PTCH1
10849090	PTCH1
11298625	PTCH1
11279350	PTCH1
18676765	PTCH1
23797723	PTCH1
9935226	PTCH1
16015630	PTCH1
20877637	PTCH1
17464312	PTCH1
16299237	PTCH1
10367631	PTCH1
11114633	PTCH1
10951397	PTCH1
19415957	PTCH1
8545102	PTCH1
15277225	PTCH1
9848713	PTCH1
16784981	PTCH1
21674964	PTCH1
20447069	PTCH1
24363762	PTCH1
21498916	PTCH1
18474871	PTCH1
12457448	PTCH1
19956384	PTCH1
10566678	PTCH1
21190978	PTCH1
12963982	PTCH1
19060924	PTCH1
9589668	PTCH1
12574841	PTCH1
9506763	PTCH1
19495791	PTCH1
18505566	PTCH1
11747322	PTCH1
16256137	PTCH1
9001272	PTCH1
1437145	PTCH1
19487296	PTCH1
10946873	PTCH1
14555660	PTCH1
17954023	PTCH1
23729178	PTCH1
22136268	PTCH1
16402937	PTCH1
18283163	PTCH1
24190591	PTCH1
11786418	PTCH1
15671095	PTCH1
16181547	PTCH1
23966419	PTCH1
11807785	PTCH1
22654872	PTCH1
16203990	PTCH1
22431868	PTCH1
22027090	PTCH1
16483615	PTCH1
15150580	PTCH1
22457234	PTCH1
16772343	PTCH1
22661970	PTCH1
12534735	PTCH1
16155918	PTCH1
10083732	PTCH1
10646883	PTCH1
8275421	PTCH1
20839015	PTCH1
15785245	PTCH1
15170542	PTCH1
8784097	PTCH1
19903742	PTCH1
9141569	PTCH1
22558328	PTCH1
16007166	PTCH1
20840674	PTCH1
20497934	PTCH1
19543246	PTCH1
11232035	PTCH1
9528832	PTCH1
16595592	PTCH1
20424115	PTCH1
19380355	PTCH1
16630482	PTCH1
20652698	PTCH1
7519046	PTCH1
11463498	PTCH1
11443191	PTCH1
19500021	PTCH1
12943231	PTCH1
18393128	PTCH1
20025539	PTCH1
