GENE	FREQ
DTX2P1-UPK3BP1-PMS2P11	1
HDAC4	1
ACD	1
LOXL2	1
KIAA0101	1
RASSF2	1
PMS2P5	1
CYP8B1	1
TNFRSF10A	1
CYP11B2	1
QPRT	1
GFRA4	1
PSMB9	1
PMS2P3	1
IRAK1	1
PSMC5	1
IRF1	1
DCN	1
IRF5	1
ITGAL	1
HTC2	1
SLC35B2	1
ANGPTL4	1
ITGAM	1
PAK6	1
LXN	1
MFI2	1
MC1R	1
HCK	1
IL22RA1	1
LIMA1	1
DDC	1
C11orf30	1
ELMO1	1
PTK6	1
SERPINB2	1
DECR1	1
PTMS	1
JAK1	1
JAK2	1
PJA2	1
PTPN6	1
NPNT	1
CBX7	1
ZYX	1
ANTXR2	1
STAR	1
KCNJ2	1
SCG2	1
DHFR	1
GFRA3	1
PVRL1	1
IKBKB	1
MAX	1
RPS6KA1	1
RAB7A	1
PRDM2	1
ALDH1A1	1
STAT5A	1
PAPSS2	1
IQGAP1	1
GOLGA5	1
FRA7E	1
MARCKS	1
KIR2DS5	1
KISS1	1
MVP	1
SRF	1
RAB5A	1
KLRD1	1
DIABLO	1
KNG1	1
DNMT1	1
RAD9A	1
RAD51	1
IVL	1
KRT1	1
RAG2	1
IL18	1
STH	1
CXCR5	1
RAP1B	1
RAP2A	1
GNA11	1
RARB	1
HDAC6	1
BCL2L11	1
OSMR	1
FOSB	1
HBEGF	1
KRT85	1
DUSP4	1
KTN1	1
L1CAM	1
SPON2	1
RBP1	1
RBP2	1
VTCN1	1
RDH10	1
TAM	1
LAMC2	1
RPSA	1
FLOT1	1
PIWIL2	1
STMN1	1
COX6A1	1
PTPRU	1
LCN2	1
ELL	1
LCT	1
NUPR1	1
S1PR1	1
LPAR1	1
S1PR3	1
LEPR	1
EDNRA	1
LGALS4	1
LGALS8	1
PTPN11	1
TLR10	1
CUL3	1
MAL2	1
NEUROD1	1
PDE4A	1
RNASE2	1
ADIPOR1	1
NAMPT	1
MLANA	1
HIPK2	1
KISS1R	1
ID2	1
EGR2	1
OCIAD1	1
ABCE1	1
LNPEP	1
EIF2S1	1
PDZK1IP1	1
GPR68	1
RBX1	1
EIF4EBP1	1
CXCL14	1
LRP2	1
HRH4	1
LPL	1
DDI2	1
RORC	1
ELK1	1
NF2	1
PER2	1
ACSBG1	1
LYN	1
ENG	1
YY1	1
TSE2	1
TRIB1	1
EPAS1	1
CCKAR	1
CLDN3	1
