GENE	FREQ
ZFP36L2	1
PLA2R1	1
SDHC	1
POU1F1	1
PIWIL2	1
SNRPE	1
NACA	1
KCNJ6	1
NR1H3	1
KIAA1671	1
IGFBP7	1
KIR2DS5	1
NDUFAF4	1
KISS1	1
OGG1	1
KISS1R	1
MMP13	1
HDAC2	1
MUC15	1
KLLN	1
ITCH	1
HDAC3	1
NMTC1	1
KRT17	1
NRIP1	1
KRT18P13	1
PAX2	1
HEMGN	1
MKI67P1	1
KRT20	1
HOPX	1
KRT6A	1
MTF1	1
KTN1	1
IDO1	1
L1CAM	1
IFNAR1	1
LAMC2	1
NCOA7	1
LBR	1
HNRNPA3P1	1
LCK	1
NOTCH4	1
HP	1
ITIH5	1
LDHA	1
NUPR1	1
LDHB	1
PAK1	1
HPGD	1
PDCD1	1
HPSE	1
PEG10	1
HBB	1
IL6ST	1
HEXA	1
MMP3	1
IL11RA	1
MPP1	1
LGALS7	1
MST1	1
LGALS8	1
HLA-DRB4	1
LIF	1
MUC5AC	1
IL13	1
NAA10	1
LINC00663	1
NAMPT	1
LPAR1	1
IRS1	1
LRP1	1
NCOA3	1
LRP1B	1
HLF	1
LRRK2	1
ITGA2	1
LSL	1
ITGA5	1
LXN	1
NOB1	1
MAD2L1	1
HOXB3	1
HSD3B2	1
NR3C1	1
MAGEA4	1
NRCAM	1
IL18	1
HAND1	1
MAML2	1
ITPR1	1
HNRNPM	1
P2RY1	1
MAP2K2	1
PARK7	1
MAP3K12	1
PCK1	1
MAP3K8	1
JAK2	1
HEXB	1
PDPK1	1
IL1R1	1
KIAA0101	1
HSP90AA1	1
HLA-DQA1	1
IL3	1
IL8	1
MAPK8IP1	1
HLA-DQB1	1
MAT1A	1
INS	1
MATN2	1
MNG1	1
MBIP	1
MSH2	1
MC1R	1
MSN	1
MCAM	1
IQGAP1	1
MCM2	1
HNRNPA3	1
HSPD1	1
IRAK1	1
MDK	1
MUC4	1
HTRA1	1
MUTYH	1
IL31RA	1
MYCL	1
MED1	1
IRF5	1
PITX2	1
NAMA	1
HTRA2	1
IFI16	1
MFF	1
NBN	1
MGEA5	1
NCBP1	1
IL32	1
NCOA2	1
MINPP1	1
ITGA1	1
MIR10A	1
HCC	1
MIR10B	1
NDRG2	1
MIR1-1	1
NDUFC2	1
MIR129-1	1
ITGA3	1
IL3RA	1
NGF	1
HTRA3	1
ITGA6	1
IL4	1
IK	1
IGFBP1	1
IKBKB	1
HOOK3	1
NOX4	1
IGFBP3	1
ITGB4	1
MIR203	1
NR2F6	1
IAPP	1
NR4A1	1
MIR218-2	1
HMGA1P2	1
HK3	1
NRG1	1
ICAM1	1
NRP2	1
MIR26A1	1
NTS	1
MIR2861	1
OCIAD1	1
MIR31	1
OGFR	1
MIR328	1
ITPR3	1
MIR33A	1
P2RY2	1
MIR34B	1
PAK6	1
MIR365A	1
IYD	1
MIR371A	1
JAK1	1
MIR375	1
PCM1	1
MIR451A	1
PDCD4	1
MIR455	1
HNRNPD	1
MIR512-1	1
PDGFRB	1
MIR517A	1
PEBP1	1
MIR519A1	1
HOXB9	1
MIRLET7A1	1
IL6R	1
PIK3R1	1
MIR181A1	1
MIR197	1
MED13	1
CASP8	1
GNRHR	1
FOXA1	1
CD34	1
EDNRA	1
CD40	1
ALOX5	1
CD40LG	1
GAPDH	1
APP	1
C9orf156	1
CD5	1
CAPN5	1
CD63	1
ARRB2	1
CD68	1
AMH	1
CD80	1
FSCN1	1
AQP3	1
ANXA1	1
CD83	1
DLL4	1
AQP4	1
CA9	1
BAD	1
EIF2S1	1
CDC23	1
EPHA4	1
CDC25A	1
ERCC2	1
CDC25B	1
EXOSC7	1
CDC34	1
FBXW11	1
ADIPOR2	1
ANGPT1	1
CDH16	1
FOXO1	1
CDH3	1
FUT8	1
ACKR3	1
GFRA2	1
BAK1	1
APOC3	1
CDK6	1
DKK3	1
ADPRH	1
AKR1B1	1
BAX	1
DUSP26	1
CDKN1C	1
EBAG9	1
AFAP1L2	1
CALCB	1
CDKN2B	1
EMD	1
BCAM	1
CARTPT	1
ACTB	1
CASP2	1
CDYL	1
ERBB4	1
CEBPB	1
CASR	1
BCL2L1	1
ESRRA	1
CHAT	1
APLF	1
CITED1	1
CBX7	1
CKS2	1
FGF2	1
BCL6	1
CCKBR	1
CLDN4	1
ANGPT2	1
CLDN7	1
ANGPTL3	1
CLIP2	1
ATG16L1	1
COL18A1	1
FURIN	1
COL1A1	1
FYN	1
COMT	1
GATA2	1
BECN1	1
GFRA4	1
BGLAP	1
GLB1	1
ACVR2A	1
GNB2L1	1
CREB3L2	1
GPC3	1
CREB3L3	1
ACHE	1
CREM	1
DOK1	1
CRTC1	1
ABI3BP	1
CSF2	1
DUOXA1	1
CSGALNACT1	1
DUSP4	1
CSNK1D	1
APBB1	1
CST6	1
EDN1	1
CTCF	1
EFCAB5	1
BMP1	1
CALCR	1
CTHRC1	1
EIF4E	1
AHR	1
ENG	1
ACYP2	1
EP300	1
CTSH	1
EPHA2	1
GPR98	1
EPHB4	1
GRAP2	1
ARPP19	1
AP1M2	1
ERBB3	1
CXCL10	1
CASP9	1
BRCA1	1
ERO1LB	1
CXCL13	1
ALDH1A1	1
CXCL14	1
ESRP1	1
CXCL9	1
EWSR1	1
CXCR2	1
EZH2	1
CXCR3	1
ALOX12	1
AIP	1
CAV3	1
CXCR5	1
FBN1	1
AKAP13	1
FCGBP	1
CYP1A2	1
APOC1	1
ADCY3	1
CCDC80	1
CYP27B1	1
FHL5	1
CYP2D6	1
CCL2	1
CYP7A1	1
ATF4	1
CYP8B1	1
FOXA2	1
DAD1	1
CCNA1	1
DAP3	1
FOXO3	1
DAPK1	1
FRS3	1
DARC	1
FUCA1	1
DCK	1
FUS	1
DCN	1
CCNB1	1
DCSTAMP	1
GAB1	1
DCUN1D1	1
ADIPOR1	1
BTD	1
CCND3	1
DDR1	1
CCNE1	1
DDR2	1
GHR	1
DEPTOR	1
GJB2	1
DHRS3	1
CCR3	1
BTRC	1
ANXA3	1
AKAP9	1
CD1A	1
BUB1	1
GOLGA5	1
C11orf30	1
CD274	1
DKK1	1
CTSV	1
GRB14	1
CUL1	1
CXCL1	1
