GENE	FREQ
BTN3A3	1
FASN	1
GNB2L1	1
MBTPS2	1
PIAS3	1
ZNRF3	1
FCGRT	1
RAPGEF3	1
ATRAID	1
SPON2	1
CD2BP2	1
SNORD36C	1
MED12L	1
FGD1	1
FGF3	1
N4BP2L2	1
FGF8	1
FGF9	1
FGF12	1
FGF14	1
SLITRK6	1
FH	1
FHL1	1
DDX41	1
SUCO	1
MAGEC2	1
FKBP4	1
YTHDF2	1
AK6	1
HLA-DPA1	1
PCYOX1	1
VAT1	1
NCOA2	1
FOXO1	1
FLNB	1
FLNC	1
CIB1	1
DEAF1	1
HYOU1	1
ATG7	1
FOLH1	1
POLDIP3	1
FOSB	1
CXCL13	1
DDI2	1
AHSA1	1
HDAC7	1
ST6GALNAC2	1
FAM49B	1
GDE1	1
DNAH8	1
TGOLN2	1
FRA10C	1
FRA10G	1
NGFRAP1	1
ARRB1	1
HOOK3	1
ACOT7	1
NOX1	1
LAT	1
ZIC1	1
KLF1	1
CXCR6	1
TNFSF13B	1
PTCSC3	1
GABARAP	1
NSG1	1
DLL3	1
PPIL1	1
PPY	1
FTL	1
UQCRQ	1
HSR	1
NR5A1	1
MAML2	1
FUT8	1
DARC	1
FYN	1
PTGES3	1
TAS2R63P	1
DKK3	1
XRCC6	1
NUP62	1
NPNT	1
GABRB2	1
RAB23	1
AIRN	1
INTU	1
GAK	1
GALNT3	1
RTEL1	1
RPP40	1
DGCR2	1
ECT	1
GATA1	1
ZAK	1
GBA	1
GBP2	1
MAP1LC3A	1
GCGR	1
SERP1	1
GDF2	1
GDF10	1
ZGLP1	1
GFPT1	1
GFRA3	1
B3GALTL	1
C1QL1	1
GIF	1
NT5C1A	1
PPARGC1A	1
GJA8	1
GJB1	1
GJB2	1
KISS1R	1
DIMT1	1
GLA	1
GPC3	1
CRCP	1
GCLC	1
SUB1	1
GLI3	1
ANGPTL3	1
RPS6KA6	1
TRIM63	1
BTG3	1
ACCS	1
RABGEF1	1
GNA11	1
PCSK1N	1
GCSAM	1
MLLT11	1
GNAI2	1
EBNA1BP2	1
YWHAQ	1
GNG4	1
GNRH2	1
SDS	1
GOLGA3	1
GOT1	1
IRS2	1
GPR3	1
GPR4	1
UTS2R	1
DSTN	1
HTRA2	1
NAA11	1
GPX1	1
GRB14	1
RAPGEF1	1
RLN3	1
TWIST2	1
RTN4IP1	1
GRIK4	1
GRM3	1
GSN	1
GSR	1
GSTA2	1
KAT7	1
RDH10	1
AIFM2	1
PTP4A3	1
GTF2H2	1
GTF2I	1
PSIP1	1
INSL6	1
RASSF6	1
GUCY2F	1
C9orf3	1
GUSB	1
MAP4K1	1
GYPA	1
GYPC	1
NISCH	1
PTENP1	1
GZMB	1
SEC23IP	1
H1F0	1
HIST1H1B	1
CSPG4	1
MUM1	1
H3F3A	1
H3F3B	1
AKAP13	1
NR1H3	1
HADH	1
SERINC5	1
UBASH3B	1
HCCS	1
NXPH2	1
HDAC2	1
CHP1	1
FST	1
PKMP1	1
NANOGP8	1
POU6F2	1
UBE2K	1
TIMM44	1
HLA-DMA	1
REV3L	1
HLA-DQB3	1
HLA-DRB2	1
HLF	1
STK38	1
MR1	1
SAV1	1
TUSC2	1
HMBS	1
HMGB2	1
HMGB3	1
HMGN2	1
HMOX1	1
PTPN18	1
HNRNPA1	1
COL4A3BP	1
HNRNPC	1
HNRNPD	1
HNRNPK	1
HNRNPU	1
TLX1	1
HOXA7	1
HOXA9	1
LPAR3	1
HOXB4	1
HOXB9	1
SOS1	1
LIN28A	1
HOXD4	1
HOXD13	1
HP	1
HPRT1	1
HPT	1
AGFG1	1
HRG	1
KIF1A	1
TNFSF14	1
MIR372	1
PDXK	1
HSPA1A	1
AVP	1
HIST1H2AH	1
DOCK11	1
HSP90AB1	1
HSPD1	1
TFPT	1
PROK2	1
NDST1	1
HTR2A	1
HYAL1	1
IBSP	1
ICAM2	1
IDH2	1
TSHZ1	1
IFI16	1
IFI27	1
TNFRSF14	1
IFNA4	1
IFNA8	1
MIR29C	1
IFNGR2	1
IGFBP5	1
IGFBP6	1
ABHD5	1
SLC22A16	1
SLC45A3	1
IGHE	1
IGHM	1
IMMT	1
RBPJ	1
VCP	1
DIXDC1	1
IL2RG	1
IL3	1
IL4R	1
CFSS	1
IL6R	1
CRTC2	1
IL11RA	1
IL15	1
IL18	1
ENGASE	1
PCNAP3	1
SCEL	1
GPAM	1
INSL4	1
IRAK1	1
SLCO4A1	1
IRF3	1
IRF5	1
IRS1	1
ISG20	1
SLC35B2	1
ITGA2	1
VTRNA2-1	1
ITGA4	1
ITGAM	1
ITGB5	1
APOBEC3F	1
JUND	1
KAL1	1
MIR365A	1
KARS	1
DEPTOR	1
CFB	1
PPP1R1C	1
SLC45A2	1
IQGAP1	1
KIR2DS5	1
KIR3DL1	1
KISS1	1
KLK2	1
KLRD1	1
AMIGO2	1
ELK4	1
IGHV3-25	1
KRT16	1
KRT31	1
MPZL2	1
KRT85	1
KTN1	1
L1CAM	1
AFF3	1
BMP2	1
TRNAS1	1
HCAR3	1
EIF1	1
HTRA3	1
PER2	1
NOS2P3	1
DLL1	1
NELL2	1
LFNG	1
LGALS3BP	1
LGALS8	1
LHB	1
LIG4	1
LIPA	1
PAPD7	1
LMNB1	1
DST	1
VWA5A	1
LOXL2	1
GCM2	1
LRP2	1
LRP4	1
LTF	1
BCAM	1
ASPRV1	1
TM4SF1	1
MARCKS	1
SMAD1	1
MAGEA5	1
MAGEA6	1
BTC	1
PAEP	1
MAL	1
FOXQ1	1
MAP2	1
GATA2	1
MARK1	1
MAS1	1
MAT1A	1
MBD1	1
MCAM	1
CNTN5	1
MCM2	1
MCM6	1
MDH1	1
SGOL1	1
IGLV11-55	1
LRP1B	1
SHC3	1
MAP3K5	1
RAB8A	1
MEP1A	1
IGLV2-33	1
ERCC5	1
MGAT5	1
KRT24	1
CCR4	1
MLN	1
AFF1	1
FOXO4	1
MMP10	1
MNAT1	1
IGKV2-38	1
MOS	1
GABRR3	1
MRE11A	1
TEC	1
MRPS28	1
DCPS	1
SF	1
MS	1
MUC15	1
NANOG	1
NOB1	1
DPPA2	1
PHB2	1
HIPK2	1
MSH3	1
STK32C	1
STH	1
MT1B	1
MT1H	1
MT2A	1
COX1	1
MTF1	1
MTHFR	1
PYCARD	1
GHR	1
ND2	1
MTNR1B	1
CD274	1
CYR61	1
TRNT	1
MUT	1
MUTYH	1
SPRR2A	1
MYCL	1
MYD88	1
MYH10	1
MYO5A	1
CYTB	1
MYO9A	1
NAB2	1
PKD1L1	1
RRM1	1
RRM2	1
NOS2P2	1
FGFRL1	1
NCAM2	1
TRIM34	1
NDP	1
GSTO2	1
CLEC12A	1
RBX1	1
NEK3	1
NF2	1
DIRAS1	1
NFE2	1
NFIC	1
NFIX	1
SERINC4	1
NFRKB	1
NHLH1	1
NINJ1	1
NKX3-1	1
NNAT	1
NME2	1
NQO2	1
NOTCH2	1
NOTCH4	1
NOVA2	1
PNP	1
MIRLET7A1	1
TMPRSS6	1
NRGN	1
YBX1	1
NTHL1	1
DDR2	1
DACT1	1
NYS3	1
OAS1	1
OAT	1
OCA2	1
RIPK4	1
SYT2	1
RNU105A	1
OFC1	1
OPA1	1
COX4I1P2	1
DCUN1D1	1
P2RX3	1
P2RY1	1
P2RY6	1
NPS	1
CASP7	1
PAH	1
FCER2	1
MIR603	1
PAK2	1
MIR613	1
PBX2	1
UBR5	1
SERPINA5	1
PDCD1	1
PDE1A	1
PDE1C	1
PDE4A	1
AIP	1
PDE6D	1
PDE6B	1
ENPP1	1
ABT1	1
PFDN5	1
CYTL1	1
PFKM	1
PGK1	1
PGK2	1
PGK1P2	1
KRT80	1
ABCB4	1
DUSP26	1
PHKG2	1
SENP1	1
TRPM5	1
SGMS1	1
PIGF	1
PIK3C2A	1
PIM1	1
GRIN2B	1
PLA2G4A	1
PLD2	1
PLEC	1
SERPINF2	1
NME7	1
FXYD3	1
IQGAP3	1
APBB1IP	1
PMCH	1
PML	1
MIR2861	1
PDZRN4	1
TRHDE	1
PMS1	1
MAPKAP1	1
PMS2P5	1
PMS2P3	1
PMS2	1
PRRX1	1
DLL4	1
TACC3	1
POLD1	1
TBX21	1
TLX3	1
SLC22A18	1
CRELD2	1
POU1F1	1
POU2F2	1
PPARD	1
PPAT	1
UBR1	1
MIRLET7E	1
MIRLET7I	1
MIR1-1	1
MIR122	1
MIR125B1	1
PPP1R2	1
PPP1R3C	1
MIR130A	1
PPP4C	1
PPT1	1
NPY4R	1
MIR17	1
MIR181A2	1
PAPOLB	1
MIR183	1
PRH2	1
MIR191	1
MIR193A	1
MIR197	1
MIR19A	1
MIR20A	1
MIR200B	1
PRKAR2B	1
PRKCE	1
MIR181A1	1
MIR218-2	1
MAPK13	1
MIR26A1	1
PRLR	1
PROS1	1
MIR33A	1
MIR34B	1
ISL1	1
MIR92A2	1
MIR93	1
PRSS3	1
MIR99B	1
KLK7	1
HTRA1	1
MIR300	1
DYM	1
PRTN3	1
QPCTL	1
PSEN2	1
PSG4	1
TSHZ2	1
PSMA3	1
PSMA7	1
MFSD6	1
PSMB6	1
PSMB7	1
PYY	1
PSMC5	1
PSMD2	1
PSMD8	1
PTGES2	1
PSME2	1
PTAFR	1
LIMA1	1
PTGIS	1
PTH1R	1
PTK6	1
TWF1	1
PTMAP4	1
PTN	1
RASIP1	1
IMPAD1	1
PTPN6	1
PTPN11	1
ZYX	1
SUPT20H	1
SDHAF2	1
PTX3	1
PVRL1	1
PYGB	1
PRDM2	1
CD79B	1
TMSB10	1
MUL1	1
RAB5A	1
LPAR2	1
ADIPOR2	1
RAD9A	1
RAD51B	1
MOK	1
RAD51D	1
IVL	1
RAG1	1
RAG2	1
PAX6	1
RARG	1
RARRES1	1
RASA2	1
KDM5A	1
RBMS1	1
H3F3AP6	1
RBP1	1
RBP2	1
VTCN1	1
REL	1
REG1A	1
PIWIL2	1
RENBP	1
RFC2	1
RFC3	1
TBL1XR1	1
RBM23	1
RGS4	1
PRIMA1	1
GRK1	1
RIT1	1
FAIM	1
RNASE2	1
RNASEL	1
SNORA1	1
RNPEP	1
ABCE1	1
VHLL	1
MMRN2	1
MIR193B	1
RORA	1
RORB	1
RORC	1
ROS1	1
RPGR	1
RPA1	1
BAALC	1
HDAC11	1
RPL29	1
MTA2	1
ATP1A3	1
MAGIX	1
STRBP	1
RPS6KA2	1
RPS6KA3	1
MON1B	1
LRRK2	1
RPS19	1
CYP2E1	1
ATP9B	1
RPS27A	1
RREB1	1
ERVW-1	1
TMEM127	1
CDSN	1
SNAI3	1
NLRP2	1
RTN1	1
RYR1	1
ZNF331	1
S100A8	1
FRA7E	1
CLGN	1
S100A13	1
ACSM3	1
SAT1	1
SATB1	1
GDI2	1
SCD	1
CLEC11A	1
PDLIM5	1
LGALS7B	1
SCN9A	1
CCL3	1
CCL5	1
EIF2AK1	1
SAGE1	1
MIR455	1
CCL19	1
CDCA7L	1
KLK15	1
NID2	1
COG2	1
TFEC	1
SET	1
BPIFA4P	1
SFRP1	1
STAB2	1
MREG	1
SFTPC	1
SGCB	1
SGTA	1
TUBB	1
DOCK10	1
FBXW4	1
CHSY1	1
SHOX	1
SHOX2	1
LPHN1	1
SIAH2	1
TARS2	1
SKP1	1
SLA	1
DDX27	1
SLC1A5	1
SLC2A2	1
SLC3A2	1
SLC5A1	1
SLC5A2	1
MAPRE3	1
ATF6	1
SLC7A4	1
OIT3	1
SLC10A1	1
WDR11	1
TMEM132D	1
SLC18A2	1
TRABD	1
SLCO2A1	1
SLIT3	1
SLPI	1
KHDRBS3	1
WNT10A	1
DNAJC5	1
SMO	1
SMPD1	1
SUMO2	1
SNAPC4	1
SNCG	1
FSCN1	1
SNRNP70	1
CMTR2	1
CDCA5	1
KDM1A	1
SOD3	1
CD276	1
WDTC1	1
SOX9	1
SP4	1
SPARC	1
SPN	1
ATF7IP	1
TEX2	1
KRT74	1
FLAD1	1
SRD5A1	1
PRSS22	1
PBK	1
MMP27	1
SRM	1
ZNF395	1
RAB3IP	1
SSX2	1
SS18	1
SNX19	1
CIC	1
STAR	1
NOD2	1
SULF2	1
STXBP3	1
HIST4H4	1
AGK	1
CARD9	1
SRGAP1	1
LEPRE1	1
MED22	1
SYK	1
ARC	1
ASCL4	1
ADAM17	1
PROK1	1
TAF12	1
TAP1	1
TAT	1
TBP	1
KIF13B	1
TCF4	1
TCF7	1
TRIM2	1
ARHGEF28	1
TCF20	1
TCF21	1
TCP1	1
SYNM	1
TRB	1
SYNE1	1
BEAN1	1
TRGV9	1
SRCIN1	1
TEAD1	1
TEC	1
TEF	1
TFAM	1
LEUTX	1
TFDP2	1
ZMAT3	1
TGIF1	1
CDH22	1
TCHH	1
THM	1
THRSP	1
ORAOV1	1
TJP1	1
DTX2P1-UPK3BP1-PMS2P11	1
TLE1	1
QPRT	1
TLR5	1
THBD	1
CTNNBL1	1
CBX7	1
TNFRSF13B	1
TMPRSS2	1
EMCN	1
TNNI3	1
CABIN1	1
RPSA	1
TOC	1
TOP1	1
TPSAB1	1
TPT1	1
NR2C1	1
TRAF2	1
TRAF3	1
HSP90B2P	1
TRIP6	1
TRNAK1	1
PATZ1	1
RTKN	1
CAGE1	1
LRRC6	1
CPAMD8	1
TXNRD1	1
TYR	1
GPX1P1	1
LDLR	1
UBB	1
REN	1
CADM1	1
UBE2D3	1
UBTF	1
UCP1	1
UCP2	1
SCGB1A1	1
UGT1A	1
UCK2	1
UMPS	1
BRD1	1
USF1	1
USF2	1
EEF2K	1
USH2A	1
CREB3L2	1
VIPR1	1
VIPR2	1
VLDLR	1
CERK	1
SLC2A9	1
CLIP2	1
DIABLO	1
WEE1	1
WNT5A	1
WNT6	1
WNT7A	1
XDH	1
DLG3	1
CDK19	1
XPO1	1
XRCC5	1
MIR1295A	1
SULT4A1	1
YESP	1
YWHAG	1
YWHAZ	1
SREBF1	1
ZNF22	1
RETN	1
MIR664	1
MRPL14	1
MIR498	1
MRPL36	1
GC	1
NDRG4	1
ZNF384	1
SSB	1
CDK4PS	1
ZNF135	1
SPHK2	1
ACD	1
HMGA1P2	1
NRBP1	1
TRIM26	1
ACSS2	1
GFRA4	1
GDF1	1
CMAS	1
DCSTAMP	1
TUSC1	1
C11orf30	1
SPANXB1	1
NRCAM	1
DAP3	1
RSPH1	1
TUBA1A	1
ADAMTS9	1
PDCD4	1
MAPKAPK3	1
RAB7A	1
KCNAB1	1
ADAMTS2	1
PCBP4	1
WNK2	1
FGD3	1
SULT1E1	1
PLCZ1	1
HRASLS	1
BRAFP1	1
UGT1A8	1
SHFM1	1
TUSC3	1
HNRNPA3	1
MIR200C	1
AGR3	1
SALL4	1
NUP214	1
COX6A1	1
RDPA	1
SLC25A16	1
NDUFAF3	1
TRAK2	1
BAG2	1
PLBD2	1
CSRP3	1
TLR10	1
MAL2	1
LY6G6C	1
FRMD6	1
GPR68	1
PDLIM3	1
GADD45G	1
NPRL3	1
GAN	1
ACSBG1	1
TSE2	1
GATA5	1
JMJD6	1
