233664	POMC
9046062	POMC
6106648	POMC
17605812	POMC
4354916	POMC
16610247	POMC
638953	POMC
927309	POMC
18480660	POMC
6257751	POMC
6284516	POMC
14557423	POMC
1322279	POMC
2983908	POMC
4301476	POMC
3488930	POMC
6133658	POMC
170770	POMC
4333285	POMC
3901454	POMC
201514	POMC
205697	POMC
195473	POMC
2446641	POMC
2418697	POMC
2881797	POMC
205037	POMC
201148	POMC
1568756	POMC
15705875	POMC
6126268	POMC
7433865	POMC
3261569	POMC
18694866	POMC
184633	POMC
2417931	POMC
1474334	POMC
17696832	POMC
6256051	POMC
16029131	POMC
3020852	POMC
979836	POMC
3194851	POMC
11961702	POMC
6142718	POMC
2448025	POMC
6546764	POMC
9388857	POMC
